id,gender,birthyr,race,educ,faminc,inputstate,pid3,pid7,votereg,ideo5,newsint,marstat,child18,employ,presvote16post,region
368408753,Male,1990,White,High School Graduate,97,51,5,4,1,6,4,"Single, Never Married",2,8,2,South
340690706,Male,1989,White,No High School Degree,3,48,2,6,1,6,4,"Single, Never Married",2,1,2,South
391616077,Male,1992,White,High School Graduate,3,48,1,1,1,2,1,"Single, Never Married",2,2,7,South
383998103,Male,1998,White,No High School Degree,97,12,3,3,1,1,1,"Single, Never Married",2,7,7,South
352816127,Male,1991,White,High School Graduate,3,6,1,2,1,2,2,"Single, Never Married",2,2,1,West
391699559,Male,1992,White,High School Graduate,4,42,1,1,3,2,1,"Single, Never Married",2,1,7,NorthEast
410267381,Male,1997,White,High School Graduate,1,42,1,1,1,1,1,"Single, Never Married",2,2,1,NorthEast
343492372,Male,1993,White,High School Graduate,5,29,3,4,1,4,1,"Single, Never Married",1,1,2,Midwest
379522478,Male,1992,White,No High School Degree,1,42,1,2,1,6,1,"Single, Never Married",2,4,1,NorthEast
380278548,Male,2000,White,No High School Degree,6,34,2,7,1,4,1,"Single, Never Married",2,8,7,NorthEast
327877976,Male,1989,White,High School Graduate,4,36,3,3,1,2,2,"Single, Never Married",2,7,1,NorthEast
390369671,Male,1999,White,High School Graduate,97,29,2,6,1,5,3,"Single, Never Married",2,2,7,Midwest
351272172,Male,1999,White,High School Graduate,7,42,1,1,2,1,1,"Single, Never Married",2,8,7,NorthEast
373882242,Male,2000,White,No High School Degree,10,4,4,5,2,4,2,"Single, Never Married",2,8,7,West
375156949,Male,1998,White,"Some  College ,but no degree yet",7,47,1,1,1,2,2,Married,1,5,1,South
392487339,Male,1999,White,"Some  College ,but no degree yet",97,8,1,1,1,1,2,"Single, Never Married",1,1,1,West
332836972,Male,1996,White,"Some  College ,but no degree yet",1,17,5,8,3,4,5,Domestic Partnership,2,3,7,Midwest
361506102,Male,1995,White,"Some  College ,but no degree yet",9,17,1,2,1,1,1,"Single, Never Married",2,9,4,Midwest
344011730,Male,1996,White,"Some  College ,but no degree yet",12,27,3,5,1,4,1,"Single, Never Married",2,8,2,Midwest
148779427,Male,1989,White,"Some  College ,but no degree yet",97,6,1,2,1,2,1,"Single, Never Married",2,3,1,West
391116557,Male,1999,White,"Some  College ,but no degree yet",8,37,1,1,1,1,1,"Single, Never Married",2,2,7,South
308192107,Male,1989,White,"Some  College ,but no degree yet",9,27,2,7,1,5,1,Married,2,1,2,Midwest
380633490,Male,1998,White,"Some  College ,but no degree yet",97,36,3,5,1,3,1,"Single, Never Married",2,8,6,NorthEast
334249838,Male,1997,White,"Some  College ,but no degree yet",97,12,3,3,1,1,1,"Single, Never Married",2,3,4,South
419507297,Male,2000,White,2-year College Degree,5,26,2,6,2,3,2,"Single, Never Married",2,8,2,Midwest
384349405,Male,1998,White,"Some  College ,but no degree yet",7,37,3,5,1,4,1,"Single, Never Married",2,8,2,South
289592442,Male,1990,White,"Some  College ,but no degree yet",97,29,4,5,1,4,1,"Single, Never Married",2,1,2,Midwest
321488236,Male,1994,White,"Some  College ,but no degree yet",97,4,3,4,1,5,1,"Single, Never Married",2,2,6,West
367886581,Male,1995,White,"Some  College ,but no degree yet",2,33,3,4,1,1,1,Married,2,3,2,NorthEast
324941644,Male,1995,White,2-year College Degree,4,26,1,1,1,1,1,"Single, Never Married",2,8,1,Midwest
333026147,Male,1996,White,"Some  College ,but no degree yet",16,6,4,3,1,1,1,Married,2,8,1,West
376285755,Male,1993,White,"Some  College ,but no degree yet",1,16,2,7,1,4,1,"Single, Never Married",2,8,2,West
354569067,Male,1999,White,"Some  College ,but no degree yet",10,19,4,5,1,3,1,"Single, Never Married",2,8,7,Midwest
422992884,Male,2000,White,"Some  College ,but no degree yet",2,36,5,4,1,6,3,"Single, Never Married",2,8,2,NorthEast
386343145,Male,1998,White,"Some  College ,but no degree yet",97,42,3,3,1,2,1,"Single, Never Married",2,8,7,NorthEast
374739658,Male,1997,White,"Some  College ,but no degree yet",97,6,2,6,1,4,2,"Single, Never Married",2,8,2,West
369241242,Male,1997,White,"Some  College ,but no degree yet",97,13,2,7,1,5,1,"Single, Never Married",2,8,2,South
414680230,Male,1999,White,"Some  College ,but no degree yet",7,21,2,6,1,4,1,"Single, Never Married",2,8,7,South
400977604,Male,1999,White,"Some  College ,but no degree yet",12,49,3,5,2,4,3,"Single, Never Married",2,2,7,West
360847689,Male,1994,White,"Some  College ,but no degree yet",16,9,2,6,1,3,1,"Single, Never Married",2,8,1,NorthEast
158751788,Male,1991,White,2-year College Degree,2,27,1,1,1,2,3,"Single, Never Married",2,1,1,Midwest
360291770,Male,1998,White,"Some  College ,but no degree yet",31,39,2,7,1,3,1,"Single, Never Married",2,8,6,Midwest
303523674,Male,1996,White,"Some  College ,but no degree yet",14,24,4,3,1,1,1,"Single, Never Married",2,8,1,South
379152773,Male,1998,White,"Some  College ,but no degree yet",11,17,1,1,1,2,4,"Single, Never Married",2,8,1,Midwest
345475633,Male,1991,White,2-year College Degree,9,51,1,1,1,1,1,"Single, Never Married",2,2,1,South
368015766,Male,1998,White,"Some  College ,but no degree yet",97,24,1,2,1,1,1,"Single, Never Married",2,8,1,South
370656264,Male,1995,White,2-year College Degree,4,19,3,5,1,3,3,"Single, Never Married",2,1,2,Midwest
354890479,Male,1996,White,2-year College Degree,97,16,2,7,1,4,1,"Single, Never Married",2,1,5,West
316267230,Male,1991,White,"Some  College ,but no degree yet",31,26,1,1,1,1,1,Domestic Partnership,2,4,1,Midwest
359542980,Male,1999,White,"Some  College ,but no degree yet",97,36,1,1,1,1,1,"Single, Never Married",2,8,7,NorthEast
353670519,Male,1994,White,"Some  College ,but no degree yet",97,41,3,4,1,1,1,"Single, Never Married",2,8,1,West
288276316,Male,1995,White,"Some  College ,but no degree yet",97,21,2,7,1,5,1,"Single, Never Married",2,8,2,South
372042936,Male,1993,White,2-year College Degree,4,9,4,3,1,1,2,Domestic Partnership,1,4,7,NorthEast
443636752,Male,2000,White,"Some  College ,but no degree yet",2,36,1,1,2,5,1,Widowed,2,1,2,NorthEast
304862221,Male,1989,White,"Some  College ,but no degree yet",97,25,1,1,1,1,1,"Single, Never Married",2,8,1,NorthEast
352971156,Male,1996,White,"Some  College ,but no degree yet",10,48,2,7,1,4,1,"Single, Never Married",2,8,2,South
360027625,Male,1995,White,"Some  College ,but no degree yet",97,27,1,1,1,2,1,"Single, Never Married",2,1,1,Midwest
385901102,Male,1998,White,"Some  College ,but no degree yet",3,36,3,3,1,1,2,Domestic Partnership,2,9,1,NorthEast
385615376,Male,1998,White,"Some  College ,but no degree yet",8,37,3,3,1,2,1,"Single, Never Married",2,1,7,South
281281664,Male,1991,White,"Some  College ,but no degree yet",3,12,1,2,1,2,1,"Single, Never Married",2,6,1,South
364984983,Male,1997,White,"Some  College ,but no degree yet",10,13,3,3,1,3,2,"Single, Never Married",2,1,1,South
367282642,Male,2000,White,2-year College Degree,97,48,3,4,1,3,1,Married,2,5,1,South
305870942,Male,1989,White,"Some  College ,but no degree yet",2,41,1,1,1,2,2,Divorced,2,1,1,West
408583699,Male,1999,White,"Some  College ,but no degree yet",97,34,1,1,2,1,1,"Single, Never Married",2,8,7,NorthEast
318820732,Male,1989,White,"Some  College ,but no degree yet",3,6,2,7,1,5,3,Married,2,1,2,West
364589105,Male,1993,White,2-year College Degree,97,6,2,6,1,4,2,"Single, Never Married",2,8,2,West
323087351,Male,1998,White,"Some  College ,but no degree yet",10,18,1,1,1,1,2,"Single, Never Married",2,8,1,Midwest
414121826,Male,1999,White,"Some  College ,but no degree yet",97,25,1,1,2,1,2,"Single, Never Married",2,8,7,NorthEast
323191784,Male,1995,White,"Some  College ,but no degree yet",97,5,4,4,1,3,1,"Single, Never Married",2,3,7,South
369288387,Male,1995,White,"Some  College ,but no degree yet",97,8,4,3,1,1,1,"Single, Never Married",2,2,1,West
323166920,Male,1995,White,"Some  College ,but no degree yet",97,36,3,4,1,3,1,"Single, Never Married",2,8,6,NorthEast
379318974,Male,1993,White,"Some  College ,but no degree yet",3,26,1,1,1,1,1,"Single, Never Married",2,8,1,Midwest
369632654,Male,1998,White,"Some  College ,but no degree yet",14,6,3,3,1,2,1,"Single, Never Married",2,8,1,West
142708677,Male,1990,White,"Some  College ,but no degree yet",3,37,4,5,1,3,1,"Single, Never Married",2,4,3,South
379683632,Male,1998,White,"Some  College ,but no degree yet",2,8,4,4,1,6,1,"Single, Never Married",2,8,6,West
303714970,Male,1989,White,2-year College Degree,2,48,4,3,1,3,2,Domestic Partnership,2,6,4,South
332202170,Male,1995,White,2-year College Degree,6,12,2,7,1,4,1,"Single, Never Married",2,8,2,South
303023265,Male,1997,White,"Some  College ,but no degree yet",15,6,1,1,1,1,1,"Single, Never Married",2,8,4,West
356516453,Male,1995,White,"Some  College ,but no degree yet",3,42,3,3,1,2,1,"Single, Never Married",2,4,1,NorthEast
354456640,Male,1993,White,"Some  College ,but no degree yet",97,34,3,3,1,1,1,"Single, Never Married",2,4,4,NorthEast
313960933,Male,1994,White,2-year College Degree,97,25,2,6,1,3,1,"Single, Never Married",2,8,3,NorthEast
291285133,Male,1990,White,"Some  College ,but no degree yet",4,36,3,4,1,3,2,"Single, Never Married",2,1,3,NorthEast
333517316,Male,1995,White,"Some  College ,but no degree yet",13,39,3,3,1,1,1,"Single, Never Married",2,8,1,Midwest
313630211,Male,1992,White,"Some  College ,but no degree yet",4,48,3,4,1,6,1,"Single, Never Married",2,1,3,South
331110429,Male,1997,White,"Some  College ,but no degree yet",2,48,2,6,1,3,1,"Single, Never Married",2,8,2,South
360589312,Male,1992,White,"Some  College ,but no degree yet",7,36,4,5,1,4,1,Married,1,1,2,NorthEast
375274437,Male,1997,White,"Some  College ,but no degree yet",11,6,3,3,1,2,2,"Single, Never Married",2,2,1,West
344606205,Male,1998,White,"Some  College ,but no degree yet",8,27,3,4,1,1,2,"Single, Never Married",2,8,7,Midwest
366366090,Male,1997,White,"Some  College ,but no degree yet",97,36,3,5,1,5,1,"Single, Never Married",2,8,6,NorthEast
301966314,Male,1997,White,"Some  College ,but no degree yet",97,12,2,7,1,4,1,"Single, Never Married",2,8,2,South
355853098,Male,1997,White,"Some  College ,but no degree yet",97,46,3,3,1,3,1,"Single, Never Married",2,8,1,Midwest
372872772,Male,1993,White,"Some  College ,but no degree yet",8,41,1,1,1,2,1,"Single, Never Married",2,8,1,West
327926157,Male,1995,White,"Some  College ,but no degree yet",5,24,1,1,1,2,1,"Single, Never Married",2,1,1,South
377908362,Male,1993,White,"Some  College ,but no degree yet",1,37,3,3,1,3,3,"Single, Never Married",2,8,7,South
349775369,Male,1997,White,"Some  College ,but no degree yet",97,26,3,3,1,3,1,"Single, Never Married",2,1,2,Midwest
395657044,Male,1999,White,2-year College Degree,97,8,3,4,1,3,4,"Single, Never Married",2,8,7,West
375784933,Male,1999,White,"Some  College ,but no degree yet",7,17,3,4,1,5,2,"Single, Never Married",2,4,7,Midwest
354586518,Male,1998,White,"Some  College ,but no degree yet",97,17,5,8,1,6,3,"Single, Never Married",2,8,2,Midwest
372672145,Male,1993,White,"Some  College ,but no degree yet",2,55,1,1,1,1,1,"Single, Never Married",2,8,1,Midwest
414761150,Male,1999,White,"Some  College ,but no degree yet",97,26,5,8,1,6,4,"Single, Never Married",2,8,7,Midwest
307774011,Male,1989,White,2-year College Degree,8,39,2,7,1,5,2,Married,2,1,2,Midwest
318616269,Male,1992,White,"Some  College ,but no degree yet",5,8,2,6,1,4,1,"Single, Never Married",2,1,2,West
379693691,Male,1998,White,"Some  College ,but no degree yet",97,36,1,1,1,1,1,"Single, Never Married",2,8,1,NorthEast
329020495,Male,1991,White,"Some  College ,but no degree yet",4,53,1,1,1,2,2,"Single, Never Married",2,1,1,West
369690915,Male,1997,White,"Some  College ,but no degree yet",97,10,2,7,1,5,1,"Single, Never Married",2,8,2,South
149886302,Male,1991,White,2-year College Degree,4,21,3,5,1,4,1,"Single, Never Married",2,1,2,South
340994016,Male,1993,White,"Some  College ,but no degree yet",16,34,1,1,1,2,1,"Single, Never Married",2,8,1,NorthEast
328832006,Male,1992,White,2-year College Degree,2,18,4,3,1,1,1,"Single, Never Married",2,2,4,Midwest
281224943,Male,1991,White,"Some  College ,but no degree yet",3,26,3,3,1,3,1,Married,2,1,1,Midwest
372274440,Male,1994,White,"Some  College ,but no degree yet",10,34,2,7,1,5,1,"Single, Never Married",2,8,2,NorthEast
332580289,Male,1992,White,"Some  College ,but no degree yet",1,41,3,3,1,2,1,"Single, Never Married",2,9,3,West
348376447,Male,1996,White,"Some  College ,but no degree yet",11,39,3,8,1,6,5,"Single, Never Married",2,8,2,Midwest
371099714,Male,1998,White,"Some  College ,but no degree yet",97,42,3,4,1,3,1,"Single, Never Married",2,8,3,NorthEast
342532980,Male,1992,White,"Some  College ,but no degree yet",7,34,3,4,1,3,4,"Single, Never Married",2,8,1,NorthEast
350463315,Male,1992,White,"Some  College ,but no degree yet",8,41,2,7,1,4,1,"Single, Never Married",2,8,2,West
341231099,Male,1991,White,"Some  College ,but no degree yet",9,12,2,7,1,5,1,"Single, Never Married",2,2,2,South
376483372,Male,1997,White,"Some  College ,but no degree yet",8,4,1,1,1,1,1,"Single, Never Married",2,8,1,West
302959033,Male,1992,White,"Some  College ,but no degree yet",97,51,4,3,1,3,2,"Single, Never Married",2,1,3,South
301706516,Male,1989,White,"Some  College ,but no degree yet",4,53,1,1,1,2,1,"Single, Never Married",2,1,1,West
368916729,Male,2000,White,"Some  College ,but no degree yet",97,48,3,3,2,3,2,"Single, Never Married",2,2,7,South
386626421,Male,1998,White,2-year College Degree,3,17,1,1,1,3,2,"Single, Never Married",2,1,2,Midwest
381573954,Male,1993,White,"Some  College ,but no degree yet",10,48,3,3,1,1,1,"Single, Never Married",2,1,4,South
401103142,Male,1999,White,"Some  College ,but no degree yet",8,55,3,3,1,1,1,"Single, Never Married",2,8,7,Midwest
301529661,Male,1991,White,2-year College Degree,3,42,5,8,1,3,2,Domestic Partnership,1,1,2,NorthEast
355204226,Male,1996,White,"Some  College ,but no degree yet",7,21,3,3,1,2,1,"Single, Never Married",2,1,1,South
377899185,Male,1999,White,"Some  College ,but no degree yet",97,27,4,5,2,5,4,"Single, Never Married",2,8,7,Midwest
370081018,Male,1994,White,"Some  College ,but no degree yet",97,42,1,1,1,2,1,"Single, Never Married",2,8,1,NorthEast
372634485,Male,1997,White,"Some  College ,but no degree yet",31,47,1,1,1,1,1,"Single, Never Married",2,8,1,South
346386151,Male,1993,White,2-year College Degree,6,12,1,1,1,1,1,"Single, Never Married",2,6,1,South
373154466,Male,1994,White,"Some  College ,but no degree yet",97,48,5,3,1,1,1,"Single, Never Married",2,8,1,South
313778947,Male,1992,White,"Some  College ,but no degree yet",97,6,4,5,1,5,2,"Single, Never Married",2,9,6,West
303445407,Male,1992,White,4-year College Degree,8,12,2,7,1,4,1,"Single, Never Married",2,8,2,South
330134230,Male,1991,White,4-year College Degree,4,6,1,1,1,1,2,"Single, Never Married",2,8,1,West
359766924,Male,1995,White,4-year College Degree,97,4,2,6,1,4,1,"Single, Never Married",2,1,2,West
283585714,Male,1990,White,4-year College Degree,5,48,2,7,1,4,1,Married,2,1,3,South
350306102,Male,1996,White,4-year College Degree,8,48,2,7,1,4,1,"Single, Never Married",2,8,6,South
356878941,Male,1995,White,4-year College Degree,8,42,2,7,1,4,1,"Single, Never Married",2,1,6,NorthEast
308265096,Male,1993,White,4-year College Degree,10,36,2,6,1,4,1,"Single, Never Married",2,1,6,NorthEast
298371751,Male,1995,White,4-year College Degree,97,53,3,3,1,2,1,"Single, Never Married",2,1,1,West
287583799,Male,1989,White,4-year College Degree,7,41,3,4,1,3,1,Married,1,1,1,West
342824796,Male,1997,White,4-year College Degree,10,37,1,1,1,1,1,"Single, Never Married",2,1,1,South
159063631,Male,1989,White,4-year College Degree,5,26,1,1,1,2,1,"Single, Never Married",2,1,1,Midwest
283997531,Male,1991,White,4-year College Degree,5,18,4,5,1,4,1,"Single, Never Married",2,1,3,Midwest
301437457,Male,1992,White,4-year College Degree,9,48,3,3,2,3,2,"Single, Never Married",2,1,7,South
293022218,Male,1989,White,4-year College Degree,2,39,1,1,1,2,1,"Single, Never Married",2,1,1,Midwest
318613798,Male,1993,White,4-year College Degree,3,34,1,1,1,2,1,"Single, Never Married",2,1,1,NorthEast
370430689,Male,1995,White,4-year College Degree,14,29,1,1,1,2,1,"Single, Never Married",2,8,1,Midwest
304810638,Male,1991,White,4-year College Degree,5,27,1,1,1,2,1,"Single, Never Married",2,1,1,Midwest
335325024,Male,1995,White,4-year College Degree,97,36,3,4,1,3,1,"Single, Never Married",2,1,2,NorthEast
356597065,Male,1994,White,4-year College Degree,6,11,4,3,1,1,1,"Single, Never Married",2,1,1,South
